,Open,High,Low,Close,Volume
6646,629.32,629.32,626.62,627.08,14738
6647,627.33,627.33,626.14,626.37,12033
6648,626.68,627.4,626.12,627.005,5597
6649,627.0,627.31,625.8,626.085,8833
6650,626.295,626.69,626.2,626.69,4526
6651,626.854,627.65,626.725,627.31,15503
6652,627.31,628.205,627.0,627.0,16722
6653,626.7,627.46,626.7,627.2,28673
6654,627.405,627.405,626.87,627.1,19198
6655,627.25,627.9,626.98,627.33,29482
6656,627.37,628.28,627.15,627.67,13439
6657,627.835,628.0,627.33,627.34,5105
6658,627.54,628.407,627.46,627.46,13476
6659,627.56,628.12,627.56,627.655,7467
6660,627.41,628.72,627.31,628.15,7012
6661,628.625,628.95,628.15,628.875,2192
6662,629.15,629.26,628.11,628.11,6300
6663,629.05,629.22,628.89,629.015,2218
6664,629.25,629.3,628.1,628.1,5876
6665,628.0,628.13,627.97,628.13,3445
6666,628.295,628.61,628.04,628.475,7448
6667,627.89,628.6,627.89,628.6,7089
6668,628.579,628.8,628.31,628.565,3287
6669,628.83,629.08,628.25,628.355,4737
6670,628.54,628.57,627.945,627.945,3154
6671,627.74,627.74,627.74,627.74,839
6672,628.07,628.28,627.88,628.27,3377
6673,628.34,629.4,628.34,629.15,3595
6674,629.08,629.48,629.08,629.48,2869
6675,629.492,629.79,629.14,629.14,8838
6676,628.89,629.27,628.63,628.63,3061
6677,628.69,628.965,628.44,628.48,3945
6678,628.36,628.57,627.28,627.95,3958
6679,628.17,628.78,628.01,628.78,2773
6680,629.03,629.03,628.26,628.415,3116
6681,628.13,629.03,628.12,628.885,4535
6682,629.15,629.15,629.15,629.15,449
6683,628.96,629.28,628.71,628.84,7583
6684,629.12,629.745,629.12,629.745,7925
6685,630.125,630.88,629.793,630.68,12393
6686,630.62,630.76,630.25,630.275,9573
6687,630.345,630.98,630.2,630.935,3797
6688,631.012,631.31,630.52,631.17,11442
6689,631.18,631.26,630.78,630.925,9945
6690,630.955,631.39,630.94,631.13,6177
6691,631.15,631.38,630.52,630.635,11575
6692,630.29,630.835,630.08,630.66,4199
6693,630.725,631.005,630.3,630.66,7349
6694,630.415,630.445,629.265,629.265,4200
6695,629.54,629.54,629.1,629.45,6431
6696,629.26,630.01,628.77,630.01,8273
6697,629.77,630.37,629.77,630.245,8559
6698,630.25,630.26,629.67,630.16,9000
6699,630.25,630.29,629.905,629.94,4618
6700,630.02,630.34,629.67,630.34,8491
6701,630.1,630.355,629.845,630.26,10435
6702,630.25,630.25,629.41,629.41,12601
6703,629.8,630.56,629.79,630.1,11398
6704,629.92,630.02,629.675,629.885,12591
6705,629.78,629.87,629.21,629.215,13894
6706,628.95,629.76,628.95,629.42,33138
6707,629.67,629.67,628.983,629.38,71394
6708,632.27,634.43,630.55,631.73,14979
6709,631.96,632.12,628.94,630.225,21807
6710,630.61,630.61,628.235,629.76,8157
6711,630.055,630.65,629.755,630.65,1532
6712,630.72,630.74,629.93,630.5,5979
6713,630.405,630.61,629.15,630.18,14968
6714,630.28,630.51,628.87,629.99,10672
6715,629.27,631.46,629.27,631.46,2633
6716,631.253,631.253,629.09,629.3,4363
6717,629.305,629.8,628.265,628.62,3861
6718,628.69,629.61,628.69,629.61,2685
6719,629.27,629.88,628.74,628.74,4418
6720,628.775,629.07,628.01,628.29,6960
6721,628.415,628.91,627.97,628.735,4668
6722,628.43,630.086,628.43,629.4,6184
6723,629.115,629.92,629.11,629.74,2405
6724,630.16,630.36,628.48,629.485,15407
6725,629.45,629.45,628.44,628.85,4983
6726,629.095,629.25,628.47,629.02,7439
6727,629.015,629.27,628.56,629.27,2731
6728,629.445,629.445,628.37,628.59,4163
6729,628.71,629.02,628.18,628.86,6314
6730,628.35,628.93,628.29,628.67,2805
6731,628.26,628.75,628.26,628.74,3184
6732,628.59,628.9,628.59,628.9,1344
6733,629.12,629.27,628.11,628.64,10148
6734,628.89,629.16,628.45,628.45,3708
6735,629.13,629.54,628.995,629.281,1837
6736,629.195,629.28,628.71,628.71,5924
6737,629.03,629.065,628.65,629.05,2711
6738,628.81,628.85,628.58,628.58,959
6739,628.96,628.96,628.49,628.49,1974
6740,628.53,628.53,628.435,628.435,1905
6741,628.667,628.667,628.65,628.65,749
6742,628.41,628.788,627.58,628.788,7372
6743,628.94,628.99,628.67,628.67,2851
6744,628.545,629.21,628.545,629.13,9476
6745,628.89,629.65,628.89,629.17,8215
6746,629.17,630.691,629.17,630.335,7052
6747,630.442,631.265,629.65,629.65,7888
6748,629.7,629.7,629.65,629.65,1427
6749,629.999,630.255,629.999,630.23,4494
6750,630.69,630.96,630.69,630.95,946
6751,630.6,630.88,630.39,630.39,3304
6752,630.67,630.94,630.46,630.46,2292
6753,630.79,631.18,630.59,631.15,5856
6754,631.295,631.3,630.92,630.92,3038
6755,631.15,631.15,630.89,631.135,1386
6756,631.14,631.2,630.855,631.07,3186
6757,631.205,631.52,631.11,631.52,2524
6758,631.27,631.31,630.98,631.185,3851
6759,631.37,631.37,630.895,631.065,3462
6760,631.05,631.43,631.05,631.43,1786
6761,631.21,631.385,630.88,630.88,4000
6762,630.855,630.935,630.655,630.724,3245
6763,630.73,630.96,630.73,630.96,1828
6764,631.255,632.505,630.97,632.38,50612
6765,632.48,632.5,632.06,632.29,3568
6766,632.93,632.93,632.0,632.12,6855
6767,632.59,633.305,632.39,633.305,4737
6768,633.445,633.505,633.15,633.34,5702
6769,633.57,633.71,633.365,633.405,5130
6770,633.48,633.48,632.61,632.945,5905
6771,632.94,633.52,632.64,633.235,4705
6772,633.08,633.38,632.98,633.38,2627
6773,633.09,633.295,632.985,633.01,3699
6774,632.95,633.21,632.85,632.985,5366
6775,632.95,633.58,632.95,633.425,9813
6776,633.19,633.47,632.95,632.95,7300
6777,632.85,632.94,632.28,632.71,5082
6778,632.905,633.145,632.485,632.66,7924
6779,632.64,633.03,632.64,632.82,5587
6780,632.705,633.37,632.54,632.71,6975
6781,632.85,633.77,632.85,633.68,10368
6782,633.735,634.46,633.58,633.705,24770
6783,633.705,634.045,633.265,634.045,9011
6784,633.82,634.15,633.22,634.08,28721
6785,634.22,635.0,633.98,634.37,54702
6786,635.09,638.69,632.68,638.34,21698
6787,637.77,638.78,635.37,636.335,14429
6788,636.315,636.915,634.12,634.78,15743
6789,634.03,634.04,631.81,631.81,7906
